Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13,,,0,,WHEAT,"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13,,,0,,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"3,559",12.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),1,83
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),4,56.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,5,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,WHEAT - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,5,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"290,249",12.2
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,694,000",11.6
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,559",12.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,559",12.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,38.4
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"290,249",12.1
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,559",12.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,38.4
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"17,869",12.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",2,8.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),8,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),24,89
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),8,97.6
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),10,83
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),7,56.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,59,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,WHEAT - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,59,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,639,298",12.2
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,810,000",11.6
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"17,869",12.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,59,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"16,436",12.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,56,38.4
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,542,176",12.1
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"16,436",12.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,56,38.4
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,433",82.9
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,9,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"97,122",
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,433",82.9
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,9,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),2,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,2,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,WHEAT - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,2,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,38.4
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,38.4
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"48,887",12.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",20,8.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),4,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),13,89
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),16,97.6
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),19,83
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),13,56.8
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,85,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,WHEAT - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,85,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,634,748",12.2
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"46,077,000",11.6
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"48,887",12.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,85,40.7
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,84,38.4
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,84,38.4
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2012,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),1,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,WHEAT - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,1,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,995",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),9,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),2,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,11,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,WHEAT - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,11,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"196,216",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"971,000",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,995",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,11,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,995",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,11,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"196,216",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,995",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,11,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),3,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),1,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),2,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,6,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,WHEAT - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,6,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,363",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",2,
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),7,
